getNumber,getMergedAt,getClosedAt,getCreatedAt,getUpdatedAt,getHtmlUrl,getUser().getLogin,numCommits,getBase().getSha,getBase().getLabel,getHead().getSha,getHead().getLabel,getDiffUrl,getTitle,nonAuthorCommentsCount,nonAuthorReviewsCount,closedBy,closedByAuthor,closedByBot,isFPAny,isFPLast
1463,null,Wed Nov 22 11:15:52 CET 2017,Tue Sep 19 02:17:41 CEST 2017,Sat May 11 23:32:05 CEST 2019,https://github.com/Activiti/Activiti/pull/1463,rbonifacio,3,45b290d980e12ce9807d825ed1e8aaa9d912e327,Activiti:master,02385e1720a7ea154707334c1e40798bbb37f2a4,rbonifacio:refactoring-lambda-expressions,https://github.com/Activiti/Activiti/pull/1463.diff,Refactoring to use lambda expressions.,4,0,salaboy,FALSE,FALSE,FALSE,FALSE
1215,null,Wed Nov 22 11:05:09 CET 2017,Wed Jun 07 16:28:37 CEST 2017,Wed Nov 22 11:05:09 CET 2017,https://github.com/Activiti/Activiti/pull/1215,desmorto,2,45b290d980e12ce9807d825ed1e8aaa9d912e327,Activiti:master,5532442e9c61552c4d3d341d9dc162c5a460977f,desmorto:refactor-diamond-operator,https://github.com/Activiti/Activiti/pull/1215.diff,(refactor) some opportunities to use the Diamond-operator,1,0,salaboy,FALSE,FALSE,TRUE,TRUE
292,null,Sat Nov 15 15:57:44 CET 2014,Mon Jun 23 03:56:59 CEST 2014,Sat Nov 15 15:57:44 CET 2014,https://github.com/Activiti/Activiti/pull/292,eduardoraupp,3,4478e5b88a22369897f35a6af17fba1a8ee39ebe,Activiti:master,a79414be680ba632ad4e364aa3bda4af463a7512,eduardoraupp:master,https://github.com/Activiti/Activiti/pull/292.diff,Refactoring request BpmnAutoLayout,3,0,tijsrademakers,FALSE,FALSE,TRUE,FALSE
127,null,Thu Sep 19 14:15:32 CEST 2013,Fri Sep 06 16:50:11 CEST 2013,Thu Jul 03 13:07:23 CEST 2014,https://github.com/Activiti/Activiti/pull/127,smirzai,8,d3c650c1f0f246aaa4ea8a6ffb0746a200b7a3ba,Activiti:master,994c9e0e4c41ec951a10d44a14a0903b2988c41d,smirzai:camelRefactoring,https://github.com/Activiti/Activiti/pull/127.diff,Camel refactoring,1,0,smirzai,TRUE,FALSE,FALSE,FALSE
286,null,Wed Aug 29 00:25:58 CEST 2018,Tue Aug 28 16:46:28 CEST 2018,Wed Aug 29 00:25:58 CEST 2018,https://github.com/AdoptOpenJDK/jitwatch/pull/286,refactormachine,2,81422e4616f7d2a13e0eec3bf0cc5b50c6d02aad,AdoptOpenJDK:master,0e545dc1857ed793e72f7be287da7bdf4a99a20d,refactormachine:feature/refactored-jar-scan,https://github.com/AdoptOpenJDK/jitwatch/pull/286.diff,Refactored JarScan,1,0,chriswhocodes,FALSE,FALSE,FALSE,FALSE
571,null,Wed Feb 17 20:17:10 CET 2016,Wed Feb 17 19:44:09 CET 2016,Wed Feb 17 20:22:07 CET 2016,https://github.com/AgriCraft/AgriCraft/pull/571,RlonRyan,2,c4c6ca1e4e6aa9a9ab8f0151c25fcee8529dadfd,AgriCraft:master,53482db2ad7df6eef81cbc5988f384e3fc371730,AgriCraft:dev-refactor,https://github.com/AgriCraft/AgriCraft/pull/571.diff,Refactor Patch,1,0,RlonRyan,TRUE,FALSE,FALSE,FALSE
8859,null,Tue Apr 23 16:57:37 CEST 2019,Thu Apr 18 23:26:54 CEST 2019,Tue Apr 23 16:57:37 CEST 2019,https://github.com/Alluxio/alluxio/pull/8859,gpang,5,a32972bc8598be699701fae381befd0217b3dd3d,Alluxio:master,47da5b1866173f44f54f726e6acf16e8391a94cf,gpang:server-refactor,https://github.com/Alluxio/alluxio/pull/8859.diff,Refactor common server code,11,0,gpang,TRUE,FALSE,TRUE,FALSE
7747,null,Thu Aug 09 22:04:39 CEST 2018,Thu Aug 09 03:28:34 CEST 2018,Thu Aug 09 22:04:39 CEST 2018,https://github.com/Alluxio/alluxio/pull/7747,aaudiber,6,7111b3daaf8a9277b2636b46312670a93a122400,Alluxio:journal-state-refactor,fe3b873fef93d072194321b5733c0a6bfd824182,aaudiber:journal-state-refactor-wip,https://github.com/Alluxio/alluxio/pull/7747.diff,[WIP] Journal state refactor,12,0,aaudiber,TRUE,FALSE,TRUE,FALSE
7742,null,Thu Aug 09 03:27:52 CEST 2018,Wed Aug 08 02:13:54 CEST 2018,Thu Aug 09 03:29:46 CEST 2018,https://github.com/Alluxio/alluxio/pull/7742,aaudiber,23,27c7641af9204b01b3ab13c484061f533955e5d6,Alluxio:journal-state-refactor,b5e1e75ccaaaf1a1db9d908f251df78cf2fa91bc,aaudiber:journal-state-refactor-wip,https://github.com/Alluxio/alluxio/pull/7742.diff,[WIP] Journal state refactor,14,0,aaudiber,TRUE,FALSE,TRUE,FALSE
7719,null,Wed Aug 08 02:15:37 CEST 2018,Wed Aug 01 08:33:53 CEST 2018,Wed Aug 08 02:15:37 CEST 2018,https://github.com/Alluxio/alluxio/pull/7719,aaudiber,6,27c7641af9204b01b3ab13c484061f533955e5d6,Alluxio:journal-state-refactor,df6c28702b526b0c87076cf69c7bc0197b0012dc,aaudiber:start-refactor,https://github.com/Alluxio/alluxio/pull/7719.diff,[SMALLFIX] [WIP] Refactor persist directory state change,14,0,aaudiber,TRUE,FALSE,TRUE,FALSE
6301,null,Thu Oct 19 00:46:55 CEST 2017,Wed Oct 18 01:49:26 CEST 2017,Thu Oct 19 01:10:50 CEST 2017,https://github.com/Alluxio/alluxio/pull/6301,aaudiber,6,b4eeec6e92c44c689964b9be2057831c22cc1883,Alluxio:external-minicluster,f0b3c084ce52b319056d3b8607656243041f303f,aaudiber:test-refactor,https://github.com/Alluxio/alluxio/pull/6301.diff,[ALLUXIO-3045] Refactor to prepare for external process test cluster,2,0,aaudiber,TRUE,FALSE,TRUE,FALSE
2841,null,Wed Mar 16 17:28:37 CET 2016,Wed Mar 16 02:55:16 CET 2016,Wed Aug 03 08:48:10 CEST 2016,https://github.com/Alluxio/alluxio/pull/2841,aaudiber,3,4eabdcb75cba0574dd8dbf24683ff413fe32aa85,Alluxio:master,a92de9e9662bda0f21299e708b9fe2844cc08a82,aaudiber:refactor-remote-block-in-stream,https://github.com/Alluxio/alluxio/pull/2841.diff,Refactor remote block in stream,5,0,aaudiber,TRUE,FALSE,TRUE,TRUE
2840,null,Wed Mar 16 02:54:46 CET 2016,Wed Mar 16 02:44:27 CET 2016,Wed Mar 16 02:58:12 CET 2016,https://github.com/Alluxio/alluxio/pull/2840,aaudiber,2,4eabdcb75cba0574dd8dbf24683ff413fe32aa85,Alluxio:master,9c5878ff1c13242d71691e5821ee081244a431ac,aaudiber:refactor-remote-block-in-stream,https://github.com/Alluxio/alluxio/pull/2840.diff,[SMALLFIX] Refactor remote block in stream,2,0,aaudiber,TRUE,FALSE,TRUE,FALSE
1187,null,Wed Jul 29 19:28:38 CEST 2015,Mon Jul 27 23:14:40 CEST 2015,Wed Jul 29 19:28:38 CEST 2015,https://github.com/Alluxio/alluxio/pull/1187,yuzhu,4,4b8cf7f8eb4c0f6c3e5ec9b57e50984536de1c57,Alluxio:master,87aab4b1d31598b7df065511b0eefd5366cb2434,yuzhu:jira683,https://github.com/Alluxio/alluxio/pull/1187.diff,[Tachyon-683] Refactor out an interface for messages with payloads.,0,9,calvinjia,FALSE,FALSE,FALSE,FALSE
899,null,Wed May 06 15:19:04 CEST 2015,Wed May 06 14:45:48 CEST 2015,Fri May 08 23:23:34 CEST 2015,https://github.com/Alluxio/alluxio/pull/899,apc999,5,7aaced777e0475f8b1e3b8bff3955f6b9bd0c63e,Alluxio:master,c6b530aafe06c4e5d5c90537b894ab16cba64ac5,apc999:split_client2,https://github.com/Alluxio/alluxio/pull/899.diff,[TACHYON-423] Step2 in refactoring core and client module to move client APIs from module core to module client,2,0,apc999,TRUE,FALSE,FALSE,FALSE
841,null,Tue Jun 23 07:56:17 CEST 2015,Wed Apr 22 08:31:12 CEST 2015,Tue Aug 11 03:36:31 CEST 2015,https://github.com/Alluxio/alluxio/pull/841,shimingfei,5,3e9a88518a6fac6de7c78585df32e5aec4f9ac3d,Alluxio:master,6f69dc06100ce4c7bc2cb3d86d13cbb7f06b914e,shimingfei:RebaseRefactorHandler-simple,https://github.com/Alluxio/alluxio/pull/841.diff,[Tachyon-101] Refactor Blockhandler,5,10,shimingfei,TRUE,FALSE,TRUE,FALSE
729,null,Tue Mar 17 16:12:41 CET 2015,Mon Mar 16 13:38:59 CET 2015,Wed Mar 25 12:33:02 CET 2015,https://github.com/Alluxio/alluxio/pull/729,rvesse,17,6372a186a56f1a93a56e697b5f608c793d9f893a,Alluxio:master,42d57992e6799b0b6b12366f1ba5fa6c826b111e,rvesse:tachyon-221,https://github.com/Alluxio/alluxio/pull/729.diff,Refactor out Under FS into separate modules (TACHYON-221),1,3,rvesse,TRUE,FALSE,FALSE,FALSE
595,null,Mon Jan 05 11:25:28 CET 2015,Wed Dec 31 11:06:21 CET 2014,Mon Jan 05 11:25:28 CET 2015,https://github.com/Alluxio/alluxio/pull/595,ghost,9,b19aa5081ca7b87f9e66e56c996c18c430efb778,Alluxio:master,69f9d1f43a1a93363d0f7aee0c4aa55a8c135786,null,https://github.com/Alluxio/alluxio/pull/595.diff,refactor TachyonFS TachyonFile,6,4,null,FALSE,FALSE,FALSE,FALSE
594,null,Wed Dec 31 09:18:35 CET 2014,Wed Dec 31 07:39:02 CET 2014,Wed Dec 31 09:36:57 CET 2014,https://github.com/Alluxio/alluxio/pull/594,ghost,4,b19aa5081ca7b87f9e66e56c996c18c430efb778,Alluxio:master,1b7ea6afa16c3966fba4dae19c29ad69a591a94d,null,https://github.com/Alluxio/alluxio/pull/594.diff,Refactor TachyonFS TachyonFile,2,2,null,FALSE,FALSE,FALSE,FALSE
511,null,Thu Mar 05 21:51:48 CET 2015,Mon Nov 03 20:12:39 CET 2014,Thu Mar 05 21:51:48 CET 2015,https://github.com/Alluxio/alluxio/pull/511,ghost,7,dd73b3de58e4e3edd82162277eb90f7d5f7767ff,Alluxio:master,87bc072d7f99fe48ae53f8df40fecbc2bfbb450c,null,https://github.com/Alluxio/alluxio/pull/511.diff,Refactoring shell to promote scalability and simplicity,19,12,haoyuan,FALSE,FALSE,FALSE,FALSE
461,null,Thu Jul 09 06:32:49 CEST 2015,Fri Oct 03 01:03:19 CEST 2014,Thu Jul 09 06:32:49 CEST 2015,https://github.com/Alluxio/alluxio/pull/461,dcapwell,4,d47422c1e6a2e7639c1497bdf59f924f080b0cbb,Alluxio:master,dfee9cd0f2ef961cd5982e5bd7f73e77b267d2b6,dcapwell:refactorStorageDir,https://github.com/Alluxio/alluxio/pull/461.diff,Refactor storage dir,20,18,haoyuan,FALSE,FALSE,FALSE,FALSE
427,null,Thu Jul 09 06:32:16 CEST 2015,Thu Sep 11 05:00:18 CEST 2014,Thu Jul 09 06:32:16 CEST 2015,https://github.com/Alluxio/alluxio/pull/427,dcapwell,23,84b68e9da6a79b36906568e139511917c4f68bde,Alluxio:master,e91cf5134126a77dbf96512cb99037d1c31fa7ba,dcapwell:client-write-refactor,https://github.com/Alluxio/alluxio/pull/427.diff,[TACHYON-152] Client write refactor,23,38,haoyuan,FALSE,FALSE,FALSE,FALSE
298,null,Wed Oct 29 15:54:30 CET 2014,Thu Jul 24 21:41:26 CEST 2014,Wed Oct 29 15:54:30 CET 2014,https://github.com/Alluxio/alluxio/pull/298,childsb,10,cff56cf0e1358ffae844d53920a8985bd33486e0,Alluxio:master,b1108c3daaaaf3beaa6a75b35b2067ae5ff29ccb,childsb:config-clean,https://github.com/Alluxio/alluxio/pull/298.diff,refactor System.[g/s]etProperty(...) calls.  instead use MasterConf .[g/s]etProperty(..) calls.,5,7,childsb,TRUE,FALSE,FALSE,FALSE
277,null,Wed Aug 27 11:10:20 CEST 2014,Tue Jul 15 23:43:15 CEST 2014,Wed Aug 27 11:10:20 CEST 2014,https://github.com/Alluxio/alluxio/pull/277,childsb,5,278e6db3dbdded86bd8f18d0b39467a7e57f1008,Alluxio:master,70beaa737d924e0b8ba6e595f7b9e6047e95c76a,childsb:config,https://github.com/Alluxio/alluxio/pull/277.diff,Config refactor - add support for KVP + XML configs,3,11,haoyuan,FALSE,FALSE,FALSE,FALSE
213,null,Wed Aug 27 11:08:37 CEST 2014,Tue Jun 10 20:57:27 CEST 2014,Wed Aug 27 11:08:37 CEST 2014,https://github.com/Alluxio/alluxio/pull/213,rootfs,17,b4c6d8e2453cf75c1126ad82ec48d19bf9c13b2b,Alluxio:master,0f3259e0da2960aa1c727601af915577b84d5269,rootfs:conf,https://github.com/Alluxio/alluxio/pull/213.diff,Refactor configuration class,48,3,haoyuan,FALSE,FALSE,TRUE,FALSE
562,null,Sat Jun 30 11:30:25 CEST 2018,Fri Jun 29 18:44:38 CEST 2018,Sat Jun 30 11:30:26 CEST 2018,https://github.com/AlmasB/FXGL/pull/562,tieskedh,2,f90695ed49f50d112f98a0debebdbc732625bb74,AlmasB:0.5.3,a1de70965a2a6ef5e101c91383d1a275404056de,tieskedh:refactoring/sequences,https://github.com/AlmasB/FXGL/pull/562.diff,refactoring sequences,2,0,tieskedh,TRUE,FALSE,TRUE,FALSE
2150,null,Sun Jun 07 04:22:39 CEST 2020,Sun Jun 07 03:47:27 CEST 2020,Sun Jun 07 04:22:40 CEST 2020,https://github.com/Anuken/Mindustry/pull/2150,huiung,3,bf125c92d3170205ce9a3e4cf01c73cc158a1a26,Anuken:master,fd0a903b6b0cfc0186b3b9f2d09be39a504bdc50,wjawka707:master,https://github.com/Anuken/Mindustry/pull/2150.diff,#Refactoring & Design Pattern,1,0,Anuken,FALSE,FALSE,FALSE,FALSE
175,null,Wed Aug 09 19:23:54 CEST 2017,Mon Apr 03 00:40:48 CEST 2017,Wed Aug 09 19:23:54 CEST 2017,https://github.com/AppiumTestDistribution/AppiumTestDistribution/pull/175,santoshd04,2,8de2e593523af59863bdc059afa98bb36b3236af,AppiumTestDistribution:master,60f1e4b83370cdf3d77cc5fb74fea326cdf4f0b9,santoshd04:patch-1,https://github.com/AppiumTestDistribution/AppiumTestDistribution/pull/175.diff,Refactoring - Decomposed complex condition,1,0,saikrishna321,FALSE,FALSE,FALSE,FALSE
695,null,Tue Dec 31 15:55:54 CET 2019,Sat Sep 07 17:25:26 CEST 2019,Tue Dec 31 15:55:54 CET 2019,https://github.com/Awful/Awful.apk/pull/695,wardog1uk,2,43de995165b4284ee0c400963c175b46ff18c486,Awful:develop,1b36c93c8122fc2e1b7d95609e7bf947fcbcf4b3,wardog1uk:about,https://github.com/Awful/Awful.apk/pull/695.diff,Refactor about dialog and add webview user string,1,3,wardog1uk,TRUE,FALSE,FALSE,FALSE
602,null,Thu Dec 05 04:05:34 CET 2019,Thu Oct 17 02:17:13 CEST 2019,Tue Mar 24 21:05:50 CET 2020,https://github.com/Azure/azure-iot-sdk-java/pull/602,davilu,3,33c5c69c7b60000141d58f7be84c57e592af62bf,Azure:master,3eb797c48dfebc0e761140c288c61a72902093b7,Azure:sevice-client-logging,https://github.com/Azure/azure-iot-sdk-java/pull/602.diff,refactor(iot-service): added logging in service client and improved r…,1,6,davilu,TRUE,FALSE,FALSE,FALSE
540,null,Fri Sep 13 18:06:57 CEST 2019,Fri Jun 07 23:02:45 CEST 2019,Fri Sep 13 18:06:57 CEST 2019,https://github.com/Azure/azure-iot-sdk-java/pull/540,timtay-microsoft,5,39d14a0e7c065f2ed81a9d05199c1f1a6993374e,Azure:master,bd0b94d3fcb1a7f692e779fd3a8817582cf3d6c7,Azure:jdk11,https://github.com/Azure/azure-iot-sdk-java/pull/540.diff,refactor(e2e): Fix SDK so it compiles under java 11,0,3,timtay-microsoft,TRUE,FALSE,FALSE,FALSE
443,null,Tue Feb 26 00:49:16 CET 2019,Fri Feb 15 23:50:00 CET 2019,Fri Mar 08 22:58:15 CET 2019,https://github.com/Azure/azure-iot-sdk-java/pull/443,timtay-microsoft,3,5697c938cf535877cbb954b912bfe99cf909b34f,Azure:master,7103032c19e2c5ec7678fdf12d6f7138bcdf2ee5,Azure:certGeneration,https://github.com/Azure/azure-iot-sdk-java/pull/443.diff,refactor(e2e): Generate all certificates on the fly for android now,3,1,timtay-microsoft,TRUE,FALSE,TRUE,FALSE
410,null,Wed Jan 23 22:08:23 CET 2019,Fri Jan 11 21:35:18 CET 2019,Sat Jan 26 00:14:46 CET 2019,https://github.com/Azure/azure-iot-sdk-java/pull/410,timtay-microsoft,27,c92e9ae4604f10f3e6e751603013e7a48f7ae35d,Azure:master,3c2b19576e4f55e835ea98ac226b410553307a36,Azure:e2eTestLogging,https://github.com/Azure/azure-iot-sdk-java/pull/410.diff,refactor(e2e): Adding correlation logging details to e2e test failures,0,3,timtay-microsoft,TRUE,FALSE,FALSE,FALSE
1153,null,Fri Apr 03 08:46:48 CEST 2020,Mon Mar 30 09:03:47 CEST 2020,Fri Apr 03 08:46:56 CEST 2020,https://github.com/Azure/azure-libraries-for-java/pull/1153,xccc-msft,3,90ea1f1919adee070d7e4aba5c36379465bba561,Azure:vnext,d2d1e2f0501ab9a2b352f335b73f42b051f8aebe,Azure:vnext-etag,https://github.com/Azure/azure-libraries-for-java/pull/1153.diff,Resources: refactor etag handling inside utils,0,8,xccc-msft,TRUE,FALSE,FALSE,FALSE
10481,null,Wed May 06 10:09:40 CEST 2020,Fri Apr 24 07:11:36 CEST 2020,Wed May 20 11:08:56 CEST 2020,https://github.com/Azure/azure-sdk-for-java/pull/10481,weidongxu-microsoft,5,3103cfc65905a85943b02b558c60d352bb2be725,Azure:master,1e2780afea83d05542d6fe8b75225bd03446365b,weidongxu-microsoft:mgmt_core_exception,https://github.com/Azure/azure-sdk-for-java/pull/10481.diff,prelimiary refactor on CloudError for mgmt,0,1,weidongxu-microsoft,TRUE,FALSE,FALSE,FALSE
1247,null,Sun Apr 28 20:07:39 CEST 2019,Mon Oct 16 00:05:46 CEST 2017,Sun Apr 28 20:07:39 CEST 2019,https://github.com/Blood-Asp/GT5-Unofficial/pull/1247,Antifluxfield,41,2d8df8d14518d41ff075a63084950ff429a9b09b,Blood-Asp:unstable,ca643552792ae8ae0c23d4d1dd4c8e95d834ca7f,Antifluxfield:oregen_fix_alt,https://github.com/Blood-Asp/GT5-Unofficial/pull/1247.diff,Oregen Refactor,4,1,Blood-Asp,FALSE,FALSE,TRUE,FALSE
1200,null,Wed May 04 00:05:43 CEST 2016,Thu Dec 18 17:35:48 CET 2014,Wed Feb 27 19:55:38 CET 2019,https://github.com/BroadleafCommerce/BroadleafCommerce/pull/1200,charchar,3,479b7c32f0e8e7ecae2458f7b3e0cad51d6da29e,BroadleafCommerce:BroadleafCommerce-3.1.x,0ac7de2a9772614421c856a115eec26e1e39d54a,BroadleafCommerce:product-options-refactor,https://github.com/BroadleafCommerce/BroadleafCommerce/pull/1200.diff,#1199 - Refactor the way product options are retrieved,1,0,jefffischer,FALSE,FALSE,FALSE,FALSE
3,null,Fri Jun 29 16:13:31 CEST 2012,Mon Jun 18 09:07:32 CEST 2012,Mon Jun 23 13:11:43 CEST 2014,https://github.com/BroadleafCommerce/BroadleafCommerce/pull/3,phillipuniverse,20,40b54bcd416ef28faa4185daf1248378136fb0d8,BroadleafCommerce:develop,2ac03c898447fb4edae2ca59b27d8b7158b83979,BroadleafCommerce:catalog-refactor,https://github.com/BroadleafCommerce/BroadleafCommerce/pull/3.diff,Catalog refactor,2,0,phillipuniverse,TRUE,FALSE,TRUE,TRUE
257,null,Fri Sep 14 13:56:46 CEST 2012,Fri Sep 14 01:56:58 CEST 2012,Wed Jul 09 13:20:42 CEST 2014,https://github.com/BuildCraft/BuildCraft/pull/257,psxlover,3,49adae70b25f0f4b854e50c4bf73e3681fdb7e05,BuildCraft:master,571f7164b1ff05ff0fde92d65b10a834fafda307,psxlover:Build.xml,https://github.com/BuildCraft/BuildCraft/pull/257.diff,Refactored build.xml,1,0,SirSengir,FALSE,FALSE,TRUE,TRUE
1106,null,Sun Mar 26 05:32:54 CEST 2017,Fri Aug 22 01:00:11 CEST 2014,Sun Mar 26 05:32:54 CEST 2017,https://github.com/Bukkit/Bukkit/pull/1106,caseif,2,f210234e59275330f83b994e199c76f6abd41ee7,Bukkit:master,f35b9c40ff0c872b4e8c84246cd72a4441c8e3ae,caseif:BUKKIT-5770,https://github.com/Bukkit/Bukkit/pull/1106.diff,Refactor Animals interface to Animal. Fixes BUKKIT-5770,2,0,caseif,TRUE,FALSE,FALSE,FALSE
771,null,Thu Apr 04 21:16:56 CEST 2013,Sat Feb 16 22:37:51 CET 2013,Wed Jun 18 01:42:15 CEST 2014,https://github.com/Bukkit/Bukkit/pull/771,crast,3,ad0ccaeddd74d278fed47b8df9a1aaa4139fcd13,Bukkit:master,d25e7834812270cc1c6e49445c8cbdd9259a2bb0,crast:metadatavalue-refactor,https://github.com/Bukkit/Bukkit/pull/771.diff,Refactor conversions from LazyMetadataValue into abstract base class (BUKKIT-3624),2,0,amaranth,FALSE,FALSE,FALSE,FALSE
580,null,Sat Feb 16 22:47:23 CET 2013,Wed Apr 04 01:54:52 CEST 2012,Thu Jul 31 20:32:46 CEST 2014,https://github.com/Bukkit/Bukkit/pull/580,crast,4,6dfeff0591115db6489fdf2d718547b73f3ffbf7,Bukkit:master,8517c0622216b8fefac22c59f2f15abadf86ac95,crast:master,https://github.com/Bukkit/Bukkit/pull/580.diff,Refactored (Lazy|Fixed)MetadataValue's conversions into a base class (BUKKIT-1460),1,0,crast,TRUE,FALSE,TRUE,TRUE
383,null,Tue Jan 17 08:13:33 CET 2012,Fri Oct 14 06:15:56 CEST 2011,Sun Jun 15 12:45:27 CEST 2014,https://github.com/Bukkit/Bukkit/pull/383,zml2008,2,44217678e62ccb2d7b9845ff227fa49da03eb5be,Bukkit:master,9ebf1046ad8221ca3807893fee117ed1a1bee378,zml2008:events,https://github.com/Bukkit/Bukkit/pull/383.diff,Events Refactor,19,0,grum,FALSE,FALSE,FALSE,FALSE
279,null,Tue Jan 17 20:40:04 CET 2012,Sun Jun 26 06:56:17 CEST 2011,Fri Jun 13 00:26:50 CEST 2014,https://github.com/Bukkit/Bukkit/pull/279,t3hk0d3,2,483b6516a2c318a927acb1c9b520d913db4aa5bf,Bukkit:master,73f7515524db609f4500c6a543f58e0a5127f64b,t3hk0d3:master,https://github.com/Bukkit/Bukkit/pull/279.diff,Major event system improvement/refactoring. Now with Annotations,14,1,Dinnerbone,FALSE,FALSE,FALSE,FALSE
277,null,Sun Jun 26 06:01:38 CEST 2011,Sat Jun 25 05:08:56 CEST 2011,Tue Jul 01 22:21:34 CEST 2014,https://github.com/Bukkit/Bukkit/pull/277,t3hk0d3,5,a4184da1ebf16168f05ea3ea082306b27d2397e0,Bukkit:master,46feb938d0c4f10818ba5e5f9dc22e42e67feca2,t3hk0d3:master,https://github.com/Bukkit/Bukkit/pull/277.diff,Event system refactoring,21,0,t3hk0d3,TRUE,FALSE,TRUE,FALSE
105,null,Sat Jan 14 15:03:11 CET 2012,Sat Feb 12 13:23:35 CET 2011,Fri Jun 13 16:14:18 CEST 2014,https://github.com/Bukkit/Bukkit/pull/105,stephank,64,483b6516a2c318a927acb1c9b520d913db4aa5bf,Bukkit:master,8ce4885028c13d802dd22261d2d49aeba3790e62,stephank:plugin-refac,https://github.com/Bukkit/Bukkit/pull/105.diff,Plugin interfaces refactoring,2,0,Dinnerbone,FALSE,FALSE,TRUE,FALSE
129,null,Wed Aug 22 13:29:55 CEST 2018,Fri Apr 14 01:44:36 CEST 2017,Wed Aug 22 13:29:56 CEST 2018,https://github.com/CODAIT/stocator/pull/129,djalova,7,dd064a1249f817a220edfc8906ea54a75571c6ec,CODAIT:master,83f28ac852ad3a0d8f137ab75af93c8bb9db3656,djalova:cache-refactor,https://github.com/CODAIT/stocator/pull/129.diff,Cache refactor,3,0,gilv,FALSE,FALSE,FALSE,FALSE
69,null,Wed Jan 11 23:32:16 CET 2017,Tue Sep 06 21:04:57 CEST 2016,Wed Jan 11 23:32:16 CET 2017,https://github.com/CODAIT/stocator/pull/69,djalova,3,c04dcfa01d979a3a3d062587e6c31217a7187c00,CODAIT:master,69ed168c8ad2a477ceec04a516789d7b5c89e6aa,djalova:init-refactor,https://github.com/CODAIT/stocator/pull/69.diff,Refactored logic in APIClient init,1,0,djalova,TRUE,FALSE,FALSE,FALSE
46,null,Tue Sep 06 07:36:44 CEST 2016,Wed Jun 29 20:07:11 CEST 2016,Wed Sep 14 00:18:10 CEST 2016,https://github.com/CODAIT/stocator/pull/46,djalova,12,8b63d5d2f3321b2ba8fd6e565670f46dd8ca33bf,CODAIT:master,f80567446e67df58eea7bbf57d490560ebadf615,djalova:http-refactor,https://github.com/CODAIT/stocator/pull/46.diff,Refactored to use org.apache.http.client.HttpClient,7,5,gilv,FALSE,FALSE,FALSE,FALSE
3522,null,Sat May 09 15:17:43 CEST 2020,Sat Mar 14 19:43:28 CET 2020,Sat May 09 15:17:43 CEST 2020,https://github.com/Catrobat/Catroid/pull/3522,Abdelaty,7,fb5dbaa40516c24e16b31d639174bd74ea54f2fe,Catrobat:develop,df8827d14bee4fb75f1d070fcded3e0ec571d791,Abdelaty:CATROID-511,https://github.com/Catrobat/Catroid/pull/3522.diff,CATROID-511 Refactor distance calculations to use standard Java math …,0,9,wslany,FALSE,FALSE,TRUE,TRUE
3275,null,Tue Jul 09 15:13:18 CEST 2019,Thu Jul 04 17:27:25 CEST 2019,Tue Jul 09 15:13:18 CEST 2019,https://github.com/Catrobat/Catroid/pull/3275,gPathpp,6,d8db32c5fb9814f33c6ada22fd307db51e98a218,Catrobat:develop,9339c26b48c2287dd5bc8b527d368fc3e6143e84,gPathpp:CATROID_260_GSOC_Refactor_SensorTests,https://github.com/Catrobat/Catroid/pull/3275.diff,CATROID-260 refactor SensorTests,1,0,gPathpp,TRUE,FALSE,FALSE,FALSE
2731,null,Wed Feb 21 10:32:28 CET 2018,Wed Feb 21 10:32:23 CET 2018,Wed Feb 21 10:32:28 CET 2018,https://github.com/Catrobat/Catroid/pull/2731,rschluesselbauer,10,922be9c3721405b9cdee849a319d7cb74c6e789d,Catrobat:develop,1bdf71c41b0f451ade1187268848715821b36190,rschluesselbauer:BC-refactoring,https://github.com/Catrobat/Catroid/pull/2731.diff,Bc refactoring,2,0,rschluesselbauer,TRUE,FALSE,FALSE,FALSE
2723,null,Sun Mar 25 13:48:05 CEST 2018,Wed Feb 14 17:12:59 CET 2018,Sun Mar 25 13:48:05 CEST 2018,https://github.com/Catrobat/Catroid/pull/2723,AntiDog,2,d7ed1e434fa75c327fc6de7d808b76eac79cd913,Catrobat:develop,70590907c150aff21a8c2d8760b14bfc810488cb,AntiDog:STCC-117-Refactor-to-recyclerview,https://github.com/Catrobat/Catroid/pull/2723.diff,STCC-117 Refactor ScratchConverter Parts to Recyclerviews,7,20,thmq,FALSE,FALSE,TRUE,FALSE
2375,null,Wed Sep 06 18:51:08 CEST 2017,Sun Jul 02 23:45:12 CEST 2017,Wed Sep 06 18:51:08 CEST 2017,https://github.com/Catrobat/Catroid/pull/2375,dpedratscher,4,5b3c137387d7190c99adab52313e46ea1d0f9931,Catrobat:develop,398b3cdff07adcb8d906a063e31279d1ff4ca1d2,dpedratscher:cat_refactoring/2411_espresso_tests_package_ui_activity,https://github.com/Catrobat/Catroid/pull/2375.diff,Cat refactoring/2411 espresso tests package ui activity,2,6,bernadettespieler,FALSE,FALSE,FALSE,FALSE
